STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECU,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Ecuador,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,0.899322361,0.915336,0.915336,0.915336,0.915336,1.458147521,1.48285,1.48285,1.48285,1.48285,2.322051354,2.409523422,2.464476568,2.593119572,2.739037853,2.790122328,2.89370905,3.02953349,3.011616925,2.926816077,2.901760822,3.01802005,3.447744234,3.84751411,4.44808743,4.68,4.59,4.86,5.36,5.79,6.02,6.78,7.48,8.09,9.06,9.65,10.3,10.7,11.4,11.7,12.1,12.6,12.7,13.1,13.6,13.8,14.4,14.8,15.1,15.2,15.4,14.9,14.4,13.8,12.7,11.8,10.4,9.22,7.98,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TLA,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Latin America & Caribbean (IDA & IBRD),Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.5012373124555547,1.4868020003539026,1.481191725208172,1.4755734206529307,1.4700079849990697,1.6190762346432852,1.6098372447740663,1.6044181661633636,1.599145933930151,1.5940702001986538,2.016714722305012,2.0093865112371767,2.0050870582084515,2.000951168438639,1.9968914974286334,2.7825374596968366,2.9572766127575685,3.219261621914499,3.5208409022106224,3.752532704446344,3.944801062001481,4.1323949252479935,4.378606167276196,4.505818326574704,4.773759991425608,5.027545127169702,5.171404418106249,5.347294348438921,5.5897482225772475,5.800800466384255,6.1275090989228245,6.515911419073294,7.077946166537367,7.610455248698645,8.363123624757726,8.966377947555902,9.797339240971095,10.76080480820691,11.732026251379342,13.020836412506595,14.674066697282152,16.20331703456078,16.566731732535462,16.978327053076686,17.429891088341485,17.865103818823417,17.769398952443126,18.026631509923362,18.600121088012095,18.363248664140798,18.19152439616912,18.21364968687821,18.394040161960024,18.05841193825183,17.688688602169364,17.8,17.6,16.7,16.3,14.9,14.5,14.0,13.4,13.2,12.5
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CAN,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Canada,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,27.84858372,27.9453,27.9453,27.9453,27.9453,26.7614007,26.8443,26.8443,26.8443,26.8443,30.39014952,30.4758,30.4758,30.4758,30.4758,35.77934749,36.74583274,37.6128364,38.68931243,39.61745272,40.71148615,41.48367495,41.1745696,41.2777773,46.1965329,48.29246118,49.57882447,50.85438381,52.11931622,53.76439112,55.0,56.2,57.0,58.0,59.2,59.6,60.4,62.1,63.6,66.6,67.5,67.7,65.4,64.7,64.0,55.9,55.7,55.2,54.6,55.3,53.8,52.9,50.8,47.9,46.0,43.4,41.7,39.3,37.1,36.0,34.9,31.7,29.4,27.7,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Uruguay,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,4.349509158,4.33302,4.33302,4.33302,4.33302,5.297663395,5.26992,5.26992,5.26992,5.26992,5.734222377,5.69437,5.69437,5.69437,5.69437,6.511264488,6.675673638,6.943186517,6.972356657,7.209096792,7.44815912,7.634666138,7.817716407,8.274585188,8.631050227,9.524081928,10.09224962,10.19959873,11.22212258,12.13181367,13.4,14.5,15.7,16.8,18.3,19.5,20.9,23.6,25.4,27.6,28.4,29.0,28.9,28.6,30.4,30.6,30.0,29.3,29.1,28.8,29.0,29.0,30.3,31.3,32.3,32.9,33.0,33.6,34.0,34.3,35.4,36.4,37.1,35.6,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Early-demographic dividend,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,0.40237927626094866,0.40328595237164894,0.40385101902409615,0.40433713057528564,0.40473440551216744,0.4734430462683861,0.48801839580622375,0.4881357333435551,0.4881917537168946,0.4882391934136443,0.5854163132727207,0.5909309695267864,0.5916458400475348,0.5924153267973064,0.5930969750428092,0.8130786267705251,0.8645448557710854,0.9107780776890521,0.9660562988534478,1.0213646955046891,1.100091325477005,1.1882979237756497,1.2357570296490852,1.2871057385355624,1.3617913455086068,1.4461353694198316,1.5485205906733486,1.650879746328093,1.7857901089502286,1.9051511790278532,2.0342654026122937,2.215913034577344,2.436112633472176,2.69356767778704,3.0198452048713116,3.326392780198441,3.6459616683109726,3.9967591958063875,4.345534269285085,4.7688232447648,5.173864335564677,5.598352473618854,5.853061307594678,6.079849827467737,6.4856546682499765,7.004488506683719,6.817875317832213,6.940686935438715,7.294383613055046,7.323217689440925,7.350454275551745,7.128947829132436,6.988007167917866,6.480866688219841,5.962056510258963,5.434023435183968,5.4554367594923106,5.342273318338422,5.322215430650285,5.083195540412181,5.123145116489407,5.150106946637765,5.168639506803355,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CYP,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Cyprus,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.855378241,1.85538,1.85538,1.85538,1.85538,3.537181718,3.53718,3.53718,3.53718,3.53718,5.436435312,5.43644,5.43644,5.43644,5.43644,8.532855436,9.580036152,8.713165829,10.67814251,12.01689189,13.12131341,14.99106796,16.35791091,18.94711903,22.33732236,25.143966,28.47872146,32.54164408,36.16020025,39.31577093,42.4,45.2,47.6,49.7,51.7,52.9,55.0,57.2,59.3,61.4,63.1,61.7,59.9,58.7,57.1,56.5,53.9,52.7,51.9,50.6,49.2,47.0,43.1,40.7,38.7,38.2,37.5,36.7,35.6,36.5,34.8,33.7,32.3,29.3,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LBN,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Lebanon,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,10.42300122,10.56971538,10.65572371,10.72286356,10.73455038,10.74945368,10.82105828,10.89206587,11.0,11.0,11.1,11.2,11.2,11.3,11.4,13.7,13.5,13.4,13.3,14.2,15.2,15.5,13.7,13.6,14.3,14.4,15.2,16.1,16.6,16.8,16.6,15.1,15.2,15.6,28.7,14.7,14.9,15.2,15.4,15.3,16.1,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LIE,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Liechtenstein,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,25.22167955,25.0118,25.0118,25.0118,25.0118,33.59965263,35.21523744,36.65350361,37.83515803,38.74715632,40.14718234,41.82119467,42.76538596,44.06064095,45.26495079,46.80231473,48.44066424,50.14886355,52.29029488,54.72563126,57.3,59.8,62.1,62.7,60.6,63.3,63.3,62.0,61.2,60.4,60.6,60.1,59.0,58.4,58.1,57.7,56.5,55.6,55.3,54.9,54.4,54.0,50.5,49.6,48.6,46.4,43.6,40.5,40.0,35.7,32.5,29.5,27.5,25.9,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HND,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Honduras,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,0.526142991,0.513971694,0.516721,0.568307285,0.73516082,0.766121668,0.80775494,0.82091379,0.854684536,1.01121091,1.046176202,1.11007076,1.167910676,1.391260234,1.60142834,1.77,1.84,1.99,2.16,2.35,2.8,3.22,3.85,4.0,4.36,4.54,4.58,4.65,4.7,5.31,6.6,9.34,10.5,10.3,8.75,8.05,7.19,7.01,6.96,5.82,5.38,4.71,5.12,5.45,4.93,5.25,4.52,3.96,4.17,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MCO,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Monaco,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,16.79053124,16.3014,16.3014,16.3014,16.3014,26.06202763,25.771,25.771,25.771,25.771,30.90234858,31.9366,31.9366,31.9366,31.9366,39.1788121,46.33562437,48.77677006,50.46320705,51.79995528,53.92229281,56.07682158,59.11580169,63.24816866,66.53289682,72.20467248,71.98930445,72.88135593,74.15609691,76.46785026,80.4,85.0,94.3,95.8,97.0,98.2,99.5,97.3,93.6,91.9,92.3,91.4,104.0,103.0,105.0,106.0,107.0,109.0,110.0,133.0,129.0,131.0,132.0,132.0,140.0,134.0,125.0,125.0,114.0,116.0,115.0,118.0,110.0,111.0,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ISR,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Israel,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.407075948,3.14543,3.14543,3.14543,3.14543,7.284777187,6.90675,6.90675,6.90675,6.90675,12.69215807,13.1142,13.1142,13.1142,13.1142,17.62056807,18.50570338,19.37101249,20.25087475,21.39676679,22.95300336,24.16718325,25.10763995,26.14414893,26.63722673,28.21157052,29.86912759,31.57276809,32.45361596,32.86170213,35.8,35.6,36.4,38.5,41.0,43.7,46.2,47.4,48.5,48.4,48.7,48.5,47.1,44.8,43.8,43.6,43.9,44.2,45.5,46.0,46.5,46.8,47.2,43.9,43.4,42.4,40.7,38.7,37.6,36.3,38.3,39.1,39.3,31.4,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ROU,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Romania,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,1.600663533,1.57898,1.57898,1.57898,1.57898,2.208545082,2.14123,2.14123,2.14123,2.14123,4.04870445,4.58749065,5.226328147,5.951283889,6.72926306,7.312920312,7.644754552,7.836616838,8.034364943,8.457586783,8.714620936,9.222496585,9.584358161,9.930876202,10.25925003,10.3,10.7,11.2,11.4,12.3,13.1,14.1,15.2,16.1,16.9,17.7,18.8,19.4,20.1,20.5,20.7,20.0,21.2,22.9,23.0,22.0,23.1,23.1,23.5,22.8,21.5,20.8,19.8,18.7,17.3,15.6,13.5,11.6,10.3,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SRB,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Serbia,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1,33.8,36.6,40.5,41.9,42.4,42.7,42.0,41.4,42.4,40.1,39.2,38.1,37.3,37.0,37.0,37.4,37.4,38.2,37.4,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BDI,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Burundi,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,0.044898648,0.0452433,0.0452433,0.0452433,0.0452433,0.057178242,0.0574866,0.0574866,0.0574866,0.0574866,0.072014749,0.067869364,,,,,0.04453606,0.047802477,0.051412185,0.078682138,0.107315567,0.131522941,0.137792161,0.139344138,0.142657839,0.142,0.179,0.22,0.274,0.276,0.284,0.25,0.261,0.288,0.3,0.309,0.31,0.324,0.339,0.38,0.366,0.355,0.349,0.358,0.348,0.373,0.309,0.173,0.204,0.201,0.197,0.174,0.203,0.209,0.171,0.145,0.123,0.112,0.105,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TJK,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Tajikistan,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,2.010266719,2.228036159,2.430455224,2.619094139,2.797073346,2.965917896,3.364782028,3.505567308,3.635122738,3.753172811,3.862165327,3.959751419,4.043431304,4.235277509,4.369025358,4.45,4.65,4.73,4.63,4.6,4.42,4.07,3.67,3.58,3.42,3.48,3.54,3.64,3.68,4.03,4.05,,4.07,3.91,4.64,4.81,4.86,4.9,5.17,5.23,5.29,5.28,5.27,,5.27,5.15,5.04,5.11,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Vanuatu,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,0.574593762,0.585638,0.585638,0.585638,0.585638,0.99009901,1.015748854,1.011317563,1.096403262,,,,1.28486925,1.367333896,1.375959591,1.177142256,1.499765547,1.571922604,1.602474778,1.63064526,1.76,2.01,2.29,2.56,2.7,2.52,2.62,2.75,2.9,3.02,3.56,3.54,3.38,3.26,3.29,3.3,3.47,3.99,4.58,3.1,2.98,2.41,1.95,2.16,2.2,1.8,1.67,1.62,1.46,1.3,1.16,1.19,1.1,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GIN,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Guinea,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,0.058405136,0.0587838,0.0587838,0.0587838,0.0587838,,0.0587838,0.0587838,0.0587838,0.0587838,0.111311788,0.113127,0.113127,0.113127,0.113127,,0.141669146,0.139523822,,,,0.204837682,0.223952818,0.24705269,0.270821409,0.262235882,0.229344533,0.208082293,0.167303144,0.180128764,0.176,0.173,0.156,0.162,0.127,0.144,0.209,0.249,0.188,0.255,0.288,0.298,0.3,0.295,0.289,0.27,0.244,0.228,0.273,0.217,0.173,0.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KNA,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,St. Kitts and Nevis,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,5.164319249,5.545068429,6.999810175,10.31296999,12.66309441,17.0784831,19.82094067,24.0,25.2,28.3,29.7,32.5,34.0,36.5,39.6,41.7,45.0,48.4,49.2,51.1,50.9,43.9,43.7,44.3,43.8,43.6,43.7,42.3,42.2,42.5,40.8,41.2,41.9,37.0,36.8,33.2,34.4,34.2,33.6,33.4,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SUR,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Suriname,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,2.67609872,2.831744727,3.203131075,3.482732977,3.797679682,4.05292286,4.303209448,4.38736456,5.565761487,6.752967066,7.139739288,7.621084073,7.810929102,7.97135326,8.300764032,8.89,9.77,10.4,11.3,12.0,12.6,13.0,14.3,14.7,15.2,15.8,15.9,15.8,15.8,15.9,15.6,15.5,15.4,15.4,15.4,15.4,15.1,15.4,14.9,14.8,15.8,15.1,15.0,14.7,15.3,16.9,19.4,17.4,20.5,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VIR,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Virgin Islands (U.S.),Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,29.5463113,29.74808346,29.7922282,36.69673222,38.26830991,40.22920837,41.35731372,44.44279611,46.03503896,46.1,49.5,51.9,53.8,55.6,54.5,55.3,57.5,59.8,61.9,62.9,63.9,64.0,64.4,65.7,66.6,67.5,68.5,69.4,70.3,71.3,,,73.7,74.6,75.8,,,,85.0,86.7,87.1,87.7,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COM,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Comoros,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,0.0,0.0,0.0,0.0,0.0,0.046524828,0.0482104,0.0482104,0.0482104,0.0482104,0.123787399,0.130404,0.130404,0.130404,0.130404,0.160693625,0.173124199,0.201239636,0.227318486,0.251475058,0.274116128,0.295870243,0.316953558,0.336948037,0.382865144,0.424331159,0.4589865,0.507195985,0.567059573,0.688539124,0.734,0.799,0.828,0.847,0.886,0.892,0.998,1.08,1.21,1.24,1.26,1.62,1.84,2.32,2.6,2.86,3.15,4.22,4.58,4.8,3.24,3.46,3.52,3.3,3.3,2.01,1.76,2.27,1.34,1.28,0.944,0.905,0.883,1.04,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEC,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Europe & Central Asia (IDA & IBRD),Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,4.061542517219379,4.442261362503716,4.971147697954892,5.349850488198966,5.830021514593082,6.130824271045205,6.713386742763382,7.1007693238729255,7.5758784406594195,8.045618485001832,8.526920576009822,9.109725842077475,9.809490075410624,10.644404701987844,11.441417350045349,12.236733784274909,13.123623140315381,13.789401953606372,14.621716175711633,15.287433559476728,16.02123464161917,17.022483243361187,18.27154010119017,19.316860723275664,20.514580039525622,21.359503770196845,22.112488539485387,22.936318599411106,23.37631734552141,24.536861241992437,24.600679044779085,25.91526193926061,25.861186202385024,25.72177499143423,25.31405995550135,25.00076603979251,24.5578100548678,23.386639384672062,23.236336177832424,22.480575520351135,20.9,19.5,18.7,17.6,16.8,16.1,15.1,14.1,13.3,12.3
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KGZ,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Kyrgyz Republic,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,2.297300118,2.634247085,2.872317722,3.239417457,3.591320938,3.962414483,4.224994435,4.456542114,4.621789072,4.929273949,5.263438866,5.717789404,6.17758569,6.335529793,6.640338595,7.04,7.32,7.36,7.94,7.29,7.57,7.15,7.24,7.51,7.46,7.48,7.65,7.72,7.68,8.0,8.39,8.69,9.07,9.26,9.23,8.91,8.97,8.58,7.96,7.51,6.8,6.26,5.82,5.22,4.6,4.07,3.59,3.1,2.62,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MNP,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Northern Mariana Islands,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,29.4,30.7,32.1,36.4,36.5,33.6,31.1,30.7,31.5,32.8,34.2,35.7,37.4,39.2,41.1,43.2,45.4,47.1,,43.2,43.6,42.9,42.7,,,,41.6,42.1,42.6,42.3,,
